DB Name,Table Name,LRF Layout,LRF Path,LRF Name,MF Script
NETWORK,TCCN861_BILLING_ACCOUNT_CKT,"1,1,10,19,19,35,6,19,18,20,30,200,1",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.DW420A3C.C.TCCN861.NDMFILE.SFK.*.DAT
",MLCCN861
NETWORK,TCCN862_BLG_ACCT_TV_RCVR,"1,1,10,36,19,19,1",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.DW420A3C.C.TCCN862.NDMFILE.SFK.*.DAT
",MLCCN862
NETWORK,TCCN863_EXCEPTION_EVENT_HIST,"1,16,10,10,20,19,8,8,2,30,16,15,8,25,1,6,10,20,6,20,20,20",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.DW460.C.TCCN863.NDMFILE.SFK.*.DAT
",MLCCN863
NETWORK,TCCN864_EXCEPTION_NOTE,"1,16,10,10,10,20,10,19,128,1,1,4000",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.DW460.C.TCCN864.NDMFILE.SFK.*.DAT
",MLCCN864
CUSTOMER,TCXC503_WT,"1,1,10,8,8,30,30,50,50,50,2,5,1",/cfs/app/etl_p14/ecdw_apps_p14/mftlcs/files/srcfiles/daily/sfload,DWPC.DWJ030C0.C.TCXC503.NDMFILE.SFK.*.DAT,MLCXC503
CUSTOMER,TSLC009_CUST_HIERARCHY_ROLE,"1,1,3,1,9,8,6,8,6,10,6,5,5,5,3,2,6,6,40,256,256,11,345",/cfs/app/etl_p14/ecdw_apps_p14/mftlcs/files/srcfiles/daily/sfload,DWPC.DW075.TSLC009.NDMFILE.SFK.*.DAT,MLSLC009
CUSTOMER,TSLC016_CUST_CUSTOMIZE_FEATURE,"1,1,3,1,13,8,6,8,6,10,6,5,5,60,10,6,8,6,8,6,12,12,4,10,284",/cfs/app/etl_p14/ecdw_apps_p14/mftlcs/files/srcfiles/daily/sfload,DWPC.DW075.TSLC016.NDMFILE.SFK.*.DAT,MLSLC016
CUSTOMER,TSLC017_CUSTOMER_DEMOGRAPHIC,"1,1,3,1,1,9,8,6,8,6,10,6,10,6,5,5,1,1,1,3,4,6,4,3,3,1,2,5,1,1,1,2,2,1,1,2,2,1",/cfs/app/etl_p14/ecdw_apps_p14/mftlcs/files/srcfiles/daily/sfload,DWPC.DW075.TSLC017.NDMFILE.SFK.*.DAT,MLSLC017
CUSTOMER,TSLC019_CUSTOMER_MEMO,"1,1,3,1,1,9,10,8,6,8,6,10,6,5,5,8,6,4,16,2,2000,2000,1,4,13,3,11,3,338
",/cfs/app/etl_p14/ecdw_apps_p14/mftlcs/files/srcfiles/daily/sfload,"DWPC.DW075.CW.TSLC019.NDMFILE.SFK.*.DAT
DWPC.DW075.BL.TSLC019.NDMFILE.SFK.*.DAT
DWPC.DW075.PB.TSLC019.NDMFILE.SFK.*.DAT
DWPC.DW075.ST.TSLC019.NDMFILE.SFK.*.DAT
DWPC.DW075.AM.TSLC019.NDMFILE.SFK.*.DAT
DWPC.DW075.CT.TSLC019.NDMFILE.SFK.*.DAT",MLSLC19G
CUSTOMER,TSLC027_CUST_PROD_ASSIGNMENT,"1,1,3,1,016,2,1,9,8,6,8,6,010,6,5,5,8,6,8,6,1,8,6,3,4,1,9,3,1,1,1,1,8,6,8,6,8,6,8,6,3,4,1,4,3,9,013,016,8,6,016,8,6,1,9,8,6,1,9,8,6,8,6,6,8,6,1,013,1,1,4,3,3,4,3,1,1,1,8,6,8,6,1,1,016,016,1,010,5,5,1,012,1,1,2,6,010,5,2,2,4,4,1,030,8,6,1,010,011,8,6,8,6,1,1,1,1,1,1,1,020,020,8,6,8,6,8,6,1,1,8,6,2,9,3,1,044,044,060,060,020,020,044,025,029,020,028,040,020,010,8,6,8,6,4,8,6,8,6,1,8,6,010,8,1,8,6,1,1,8,6,4,025,4,1,1,4,4,1,1,8,6,1,1,1,8,3,010,020,1,1,020,8,6,1,8,6,016,1,020,020,8,6,055,030,4,8,6,1,1,016,1,1,2,4,010,1,010,020,8,6,8,6,1,8,6,1,4,1,8,6,1,1,016,128,030,1,1,030,053,1,1,010,4,013,2,6,8",/cfs/app/etl_p14/ecdw_apps_p14/mftlcs/files/srcfiles/daily/sfload,"DWPC.DW075.AM.TSLC027.NDMFILE.*.dat
","MLSLC27A
"
